municipality,vintage,entity_type,modified_local_assessed_value,equalized_valuation_incl_util_rr,local_total_rate,equalization_ratio,full_value_rate_official,rank,source
Nashua,2021,city,10468538339.0,15188910975.0,23.22,69.0,15.64,94,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Nashua,2022,city,14096994609.0,15601670357.0,18.07,90.8,16.09,161,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Nashua,2023,city,14134761806.0,17065655319.0,18.23,83.2,14.86,122,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Nashua,2024,city,16806394706.0,17997701987.0,15.9,93.8,14.62,124,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Nelson,2019,town,124541062.0,129804578.0,17.25,96.1,16.47,62,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Nelson,2020,town,126075068.0,141492017.0,18.87,89.2,16.73,70,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Nelson,2021,town,164678922.0,155325304.0,15.21,106.2,16.07,102,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Nelson,2022,town,165792117.0,166358742.0,14.12,99.8,14.04,110,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Nelson,2023,town,167698284.0,180521031.0,14.92,93.0,13.81,94,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Nelson,2024,town,169228481.0,227053515.0,17.71,74.6,13.17,91,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
New Boston,2019,town,672562782.0,751423402.0,25.05,89.5,22.23,143,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
New Boston,2020,town,688112614.0,822016736.0,24.09,83.7,20.0,120,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
New Boston,2021,town,931550992.0,968290521.0,18.5,96.2,17.7,146,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
New Boston,2022,town,942931779.0,1138542063.0,19.18,82.8,15.79,150,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
New Boston,2023,town,952955594.0,1203156414.0,20.35,79.2,16.03,152,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
New Boston,2024,town,963327741.0,1339653896.0,23.79,71.9,17.02,178,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
New Castle,2019,town,732102223.0,802742782.0,6.19,91.2,5.64,8,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
New Castle,2020,town,735550493.0,928723828.0,6.3,79.2,4.98,6,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
New Castle,2021,town,1072491781.0,1116015968.0,4.78,96.1,4.59,8,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
New Castle,2022,town,1075376896.0,1212374324.0,4.5,88.7,3.99,9,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
New Castle,2023,town,1075898379.0,1490161131.0,4.98,72.2,3.59,4,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
New Castle,2024,town,1082355929.0,1603489529.0,5.39,67.5,3.64,5,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
New Durham,2019,town,417902198.0,541924712.0,23.72,77.1,18.21,78,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
New Durham,2020,town,595822148.0,608581566.0,16.88,97.9,16.48,68,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
New Durham,2021,town,602968777.0,746034426.0,17.86,80.8,14.39,75,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
New Durham,2022,town,611360910.0,851320734.0,17.92,71.8,12.83,81,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
New Durham,2023,town,621387081.0,807099789.0,20.0,77.0,15.35,136,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
New Durham,2024,town,639977460.0,1057460303.0,19.43,60.5,11.73,69,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
New Hampton,2019,town,334352402.0,361939285.0,19.24,92.7,17.52,71,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
New Hampton,2020,town,339318022.0,401571385.0,17.95,84.8,14.95,56,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
New Hampton,2021,town,343287181.0,507098069.0,18.74,67.9,12.52,60,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
New Hampton,2022,town,340164113.0,575481142.0,19.39,59.3,11.4,67,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
New Hampton,2023,town,577330762.0,610513755.0,12.21,94.9,11.48,64,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
New Hampton,2024,town,591895576.0,680109257.0,13.25,87.3,11.46,64,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
New Ipswich,2019,town,478737830.0,490479298.0,21.73,97.6,21.06,124,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
New Ipswich,2020,town,486223211.0,532462523.0,21.25,91.3,19.25,107,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
New Ipswich,2021,town,494177245.0,642357393.0,22.22,76.9,16.97,127,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
New Ipswich,2022,town,500087708.0,777476142.0,23.51,64.3,15.03,131,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
New Ipswich,2023,town,509901982.0,826366375.0,25.7,61.7,15.76,146,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
New Ipswich,2024,town,875350506.0,913667343.0,15.22,95.8,14.5,117,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
New London,2019,town,1249778651.0,1321078870.0,14.71,94.6,13.88,42,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
New London,2020,town,1267582273.0,1451925400.0,14.94,87.3,13.0,37,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
New London,2021,town,1286292838.0,1703584807.0,15.39,75.5,11.58,50,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
New London,2022,town,1296164305.0,2138706463.0,15.86,60.6,9.58,43,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
New London,2023,town,2051937907.0,2124132903.0,10.81,96.6,10.42,54,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
New London,2024,town,2069211739.0,2676664592.0,11.61,77.3,8.95,42,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Newbury,2019,town,752603611.0,913248475.0,15.88,82.6,13.07,33,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Newbury,2020,town,761875361.0,975256641.0,16.52,78.3,12.89,36,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Newbury,2021,town,1096207061.0,1103195988.0,11.38,99.6,11.3,47,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Newbury,2022,town,1108623413.0,1535326757.0,11.38,72.4,8.23,32,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Newbury,2023,town,1124701380.0,1888837321.0,13.05,59.7,7.78,23,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Newbury,2024,town,1677549480.0,1729942035.0,10.02,97.2,9.73,49,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Newfields,2019,town,302132457.0,291658003.0,20.59,103.6,21.08,125,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Newfields,2020,town,304756257.0,321817215.0,21.24,94.7,19.87,118,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Newfields,2021,town,305957796.0,389746149.0,20.55,78.5,15.95,100,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Newfields,2022,town,309056908.0,434077854.0,20.96,71.2,14.79,128,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Newfields,2023,town,453952688.0,451727979.0,15.79,100.5,15.76,146,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Newfields,2024,town,459551015.0,514010756.0,16.09,89.4,14.29,114,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Newington,2019,town,1064343323.0,1073222127.0,9.34,99.4,8.32,16,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Newington,2020,town,1026917380.0,1094913472.0,9.89,94.0,8.52,15,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Newington,2021,town,972679455.0,1204627731.0,9.98,80.9,7.51,18,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Newington,2022,town,962356671.0,1282795460.0,9.88,75.2,7.07,21,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Newington,2023,town,922787591.0,1306534505.0,10.18,70.8,6.73,16,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Newington,2024,town,1271862730.0,1284727165.0,7.88,99.2,7.44,24,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Newmarket,2019,town,983825628.0,1071729412.0,24.26,91.9,22.11,139,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Newmarket,2020,town,988355273.0,1151817960.0,25.46,85.9,21.68,154,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Newmarket,2021,town,995485671.0,1380155586.0,26.36,72.2,18.86,171,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Newmarket,2022,town,1003168948.0,1547173739.0,26.99,64.9,17.37,190,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Newmarket,2023,town,1014140199.0,1703106287.0,29.49,59.6,17.44,187,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Newmarket,2024,town,1723310237.0,1819315034.0,17.2,94.8,16.21,165,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Newport,2019,town,437053279.0,477089001.0,32.53,92.2,29.46,219,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Newport,2020,town,442112520.0,514872664.0,33.1,86.4,28.09,219,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Newport,2021,town,446319460.0,644896415.0,33.0,69.6,22.57,219,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Newport,2022,town,749773897.0,765303752.0,20.9,98.5,20.43,219,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Newport,2023,town,752775433.0,833022456.0,23.58,90.8,21.2,219,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Newport,2024,town,747430965.0,863235086.0,24.31,87.0,20.93,210,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Newton,2019,town,514618068.0,624554035.0,26.38,82.4,21.56,130,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Newton,2020,town,646283453.0,664244541.0,20.9,97.3,20.18,123,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Newton,2021,town,654543077.0,866938288.0,20.9,75.5,15.67,95,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Newton,2022,town,655914945.0,914830752.0,22.49,71.7,16.03,158,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Newton,2023,town,658123077.0,994164358.0,24.61,66.2,16.2,158,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Newton,2024,town,661492348.0,1063477634.0,25.37,62.2,15.69,151,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
North Hampton,2019,town,1199745350.0,1290053186.0,16.7,93.0,15.39,53,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
North Hampton,2020,town,1204780272.0,1380034154.0,16.91,87.3,14.62,53,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
North Hampton,2021,town,1208389893.0,1659818330.0,16.57,72.8,11.94,54,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
North Hampton,2022,town,1210605093.0,2017612578.0,17.17,60.0,10.21,50,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
North Hampton,2023,town,1805931100.0,1962948127.0,12.45,92.0,11.37,62,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
North Hampton,2024,town,1806185400.0,2191943053.0,12.8,82.4,10.46,52,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Northfield,2019,town,350585432.0,400800928.0,23.8,88.2,20.2,111,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Northfield,2020,town,351575135.0,445541526.0,22.77,79.6,17.44,75,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Northfield,2021,town,352595815.0,534205180.0,22.21,66.6,14.23,71,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Northfield,2022,town,611253735.0,625687970.0,14.55,98.5,13.82,100,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Northfield,2023,town,616632861.0,690051443.0,14.05,90.0,12.06,72,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Northfield,2024,town,622489717.0,740103789.0,14.77,84.7,11.92,72,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Northumberland,2019,town,128212155.0,141725905.0,32.44,91.3,28.59,215,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Northumberland,2020,town,130224971.0,156146536.0,33.01,84.4,26.89,212,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Northumberland,2021,town,129590294.0,214341652.0,35.31,61.0,20.88,204,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Northumberland,2022,town,135515314.0,282771776.0,33.06,48.4,15.71,147,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Northumberland,2023,town,232237972.0,264472456.0,21.38,88.6,18.54,200,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Northumberland,2024,town,239492158.0,327834358.0,22.44,73.6,16.13,164,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Northwood,2019,town,488223889.0,616971708.0,22.52,79.2,17.55,72,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Northwood,2020,town,691945642.0,695283440.0,17.77,99.6,17.47,77,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Northwood,2021,town,705540872.0,899373418.0,15.47,78.5,11.96,55,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Northwood,2022,town,945634823.0,947366031.0,12.58,99.9,12.43,77,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Northwood,2023,town,969547105.0,1061478701.0,13.8,91.4,12.45,76,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Northwood,2024,town,973050227.0,1185593387.0,15.57,82.1,12.62,86,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Nottingham,2019,town,632340550.0,766623927.0,22.5,82.5,18.29,82,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Nottingham,2020,town,804512843.0,809591114.0,18.76,99.4,18.42,94,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Nottingham,2021,town,820589403.0,1003121708.0,19.42,81.8,15.68,96,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Nottingham,2022,town,835772157.0,1173888089.0,19.11,71.2,13.45,91,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Nottingham,2023,town,840604348.0,1315611784.0,21.44,63.9,13.53,89,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Nottingham,2024,town,852533701.0,1386462671.0,20.46,61.5,12.43,80,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Odell,2019,unincorporated,2265573.0,3162927.0,3.16,86.5,2.26,3,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Odell,2020,unincorporated,2260555.0,3154511.0,3.54,87.1,2.54,3,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Odell,2021,unincorporated,2310995.0,3450091.0,7.39,83.4,4.95,10,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Odell,2022,unincorporated,2266318.0,3800697.0,6.03,71.3,4.36,10,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Odell,2023,unincorporated,3440431.0,3792866.0,6.05,105.7,6.36,14,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Odell,2024,unincorporated,3470646.0,6510974.0,6.07,60.4,3.8,6,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Orange,2019,town,32793535.0,34076367.0,26.6,96.7,25.45,189,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Orange,2020,town,36459314.0,34595485.0,24.81,105.9,26.01,208,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Orange,2021,town,36729806.0,37517226.0,23.35,98.2,22.74,220,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Orange,2022,town,37309912.0,40676484.0,22.23,92.0,20.38,218,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Orange,2023,town,37325383.0,51861569.0,23.47,72.0,16.87,176,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Orange,2024,town,37343574.0,58271331.0,26.0,64.2,16.64,172,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Orford,2019,town,137342151.0,159875158.0,29.98,86.0,25.71,191,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Orford,2020,town,154332148.0,167388437.0,26.13,92.2,24.05,191,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Orford,2021,town,157411931.0,181186382.0,26.46,86.9,22.94,223,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Orford,2022,town,160091164.0,241119253.0,28.25,66.3,18.74,201,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Orford,2023,town,160480904.0,257673971.0,32.7,62.3,20.36,215,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Orford,2024,town,162748550.0,282117349.0,34.75,57.7,20.03,206,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Ossipee,2019,town,775433608.0,813747945.0,17.11,95.3,16.2,57,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Ossipee,2020,town,779847615.0,925032733.0,17.05,84.3,14.28,50,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Ossipee,2021,town,789077518.0,1061976127.0,18.33,74.3,13.53,68,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Ossipee,2022,town,799659409.0,1343756195.0,18.38,59.5,10.87,59,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Ossipee,2023,town,1533975841.0,1552796549.0,10.37,98.8,10.2,52,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Ossipee,2024,town,1540153570.0,1616220412.0,11.6,95.3,11.01,56,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Pelham,2019,town,1981194460.0,2045901922.0,19.4,96.9,18.68,88,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Pelham,2020,town,2009199610.0,2256426642.0,20.2,89.1,17.89,85,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Pelham,2021,town,2639049740.0,2630982604.0,15.96,100.4,15.95,100,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Pelham,2022,town,2706310239.0,3092001291.0,17.42,87.6,15.19,137,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Pelham,2023,town,2751447147.0,3266738424.0,18.19,84.3,15.22,132,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Pelham,2024,town,2805058543.0,3618001320.0,18.34,77.6,14.11,109,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Pembroke,2019,town,762260478.0,782812532.0,23.58,97.6,22.88,158,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Pembroke,2020,town,771279044.0,832909941.0,24.6,92.8,22.7,172,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Pembroke,2021,town,789709047.0,1019750352.0,24.0,77.6,18.52,166,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Pembroke,2022,town,794940722.0,1186970593.0,24.9,67.1,16.67,173,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Pembroke,2023,town,795168298.0,1221843799.0,27.88,65.2,18.13,194,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Pembroke,2024,town,1234171195.0,1285029122.0,19.64,96.5,18.9,201,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Peterborough,2019,town,734135996.0,798193602.0,29.75,92.4,26.11,194,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Peterborough,2020,town,743075856.0,870716087.0,30.84,85.7,25.07,204,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Peterborough,2021,town,919803788.0,984669535.0,25.76,93.8,22.86,221,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Peterborough,2022,town,929911500.0,1206344158.0,25.86,77.4,19.0,205,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Peterborough,2023,town,939346290.0,1287331223.0,28.19,73.3,18.83,202,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Peterborough,2024,town,952384175.0,1353883827.0,32.5,70.6,20.86,209,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Piermont,2019,town,97137103.0,101179064.0,26.5,96.1,25.34,188,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Piermont,2020,town,98163682.0,104681997.0,19.79,93.8,18.46,95,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
